Custom,0000,tbd,no unit,,,,,,,,,,,
Custom,0000,no activity of this subscope in the reporting year,no unit,,,,,,,,,,,
Custom,0000,specific emission from separate assessment, kg CO2e,1.0000,,,,,,,,,,
Custom,0000,data not availailable/ missing in reporting year,no unit,,,,,,,,,,,
Custom,0000,included in other subscope category,no unit,,,,,,,,,,,
Custom,0000,total emission of this subscope see adjacent for further description,no unit,,,,,,,,,,,
Custom,0000,no emissions according to GHGP or ISO14064-1,no unit,,,,,,,,,,,
Custom,0000,emissions with this subscope negligible, tbd,no unit,,,,,,,,,,,
Custom,0000,included in other business unit,no unit,,,,,,,,,,,
Custom,2021, Expenses, BIP, €,0.2603,,,,,,,,,,
Client, 2022, Electricity, purchased in reporting year by reporting company, MWh,280.0000,,,,,,,,,,
DBEIS, 2022, Fuels, Gaseous fuels, Butane, Energy - Gross CV, kWh (Gross CV),0.2224,0.2221,0.0002,0.0001,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Average car, CNG, miles,0.3410,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Average car, CNG, km,0.2149,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Average car, CNG, miles,0.3458,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Average car, Diesel, km,0.2119,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Average car, Diesel, miles,0.3410,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Average car, Diesel, km,0.2095,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Average car, Diesel, miles,0.3371,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Average car, Diesel, km,0.2089,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Average car, Diesel, miles,0.3362,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Average car, Diesel, km,0.2147,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Average car, Diesel, miles,0.3456,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Average car, Diesel, km,0.2195,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Average car, Diesel, miles,0.3532,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Average car, Hybrid, km,0.1514,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Average car, Hybrid, miles,0.2436,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Average car, Hybrid, km,0.1508,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Average car, Hybrid, miles,0.2427,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Average car, Hybrid, km,0.1453,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Average car, Hybrid, miles,0.2338,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Average car, Hybrid, km,0.1439,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Average car, Hybrid, miles,0.2316,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Average car, Hybrid, km,0.1575,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Average car, Hybrid, miles,0.2536,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Average car, LPG, km,0.2211,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Average car, LPG, miles,0.3559,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Average car, LPG, km,0.2217,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Average car, LPG, miles,0.3567,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Average car, LPG, km,0.2217,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Average car, LPG, miles,0.3567,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Average car, LPG, km,0.2240,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Average car, LPG, miles,0.3605,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Average car, LPG, km,0.2254,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Average car, LPG, miles,0.3627,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Average car, Petrol, km,0.2193,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Average car, Petrol, miles,0.3530,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Average car, Petrol, km,0.2232,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Average car, Petrol, miles,0.3591,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Average car, Petrol, km,0.2221,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Average car, Petrol, miles,0.3575,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Average car, Petrol, km,0.2300,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Average car, Petrol, miles,0.3701,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Average car, Petrol, km,0.2335,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Average car, Petrol, miles,0.3758,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Average car, Plug-in Hybrid Electric Vehicle, km,0.1201,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Average car, Plug-in Hybrid Electric Vehicle, miles,0.1932,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Average car, Plug-in Hybrid Electric Vehicle, km,0.1235,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Average car, Plug-in Hybrid Electric Vehicle, miles,0.1988,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Average car, Plug-in Hybrid Electric Vehicle, km,0.1200,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Average car, Plug-in Hybrid Electric Vehicle, miles,0.1931,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Average car, Plug-in Hybrid Electric Vehicle, km,0.1407,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Average car, Plug-in Hybrid Electric Vehicle, miles,0.2264,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Average car, Plug-in Hybrid Electric Vehicle, km,0.1466,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Average car, Plug-in Hybrid Electric Vehicle, miles,0.2360,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Average car, Unknown, km,0.2158,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Average car, Unknown, miles,0.3472,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Average car, Unknown, km,0.2166,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Average car, Unknown, miles,0.3485,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Average car, Unknown, km,0.2156,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Average car, Unknown, miles,0.3469,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Average car, Unknown, km,0.2223,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Average car, Unknown, miles,0.3578,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Average car, Unknown, km,0.2266,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Average car, Unknown, miles,0.3647,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Large car, Battery Electric Vehicle, km,0.0713,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Large car, Battery Electric Vehicle, miles,0.1147,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Large car, Battery Electric Vehicle, km,0.0765,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Large car, Battery Electric Vehicle, miles,0.1230,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Large car, Battery Electric Vehicle, km,0.0756,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Large car, Battery Electric Vehicle, miles,0.1217,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Large car, Battery Electric Vehicle, km,0.0827,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Large car, Battery Electric Vehicle, miles,0.1331,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Large car, Battery Electric Vehicle, km,0.0896,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Large car, Battery Electric Vehicle, miles,0.1442,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Large car, CNG, km,0.2860,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Large car, CNG, miles,0.4602,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Large car, CNG, km,0.2864,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Large car, CNG, miles,0.4609,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Large car, CNG, km,0.2820,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Large car, CNG, miles,0.4538,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Large car, CNG, km,0.2826,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Large car, CNG, miles,0.4548,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Large car, CNG, km,0.2861,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Large car, CNG, miles,0.4604,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Large car, Diesel, km,0.2601,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Large car, Diesel, miles,0.4186,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Large car, Diesel, km,0.2578,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Large car, Diesel, miles,0.4149,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Large car, Diesel, km,0.2534,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Large car, Diesel, miles,0.4078,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Large car, Diesel, km,0.2595,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Large car, Diesel, miles,0.4177,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Large car, Diesel, km,0.2662,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Large car, Diesel, miles,0.4283,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Large car, Hybrid, km,0.1936,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Large car, Hybrid, miles,0.3115,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Large car, Hybrid, km,0.1902,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Large car, Hybrid, miles,0.3060,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Large car, Hybrid, km,0.1811,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Large car, Hybrid, miles,0.2915,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Large car, Hybrid, km,0.1645,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Large car, Hybrid, miles,0.2647,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Large car, Hybrid, km,0.2013,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Large car, Hybrid, miles,0.3239,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Large car, LPG, km,0.2982,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Large car, LPG, miles,0.4800,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Large car, LPG, km,0.2979,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Large car, LPG, miles,0.4794,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Large car, LPG, km,0.2986,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Large car, LPG, miles,0.4805,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Large car, LPG, km,0.2993,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Large car, LPG, miles,0.4817,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Large car, LPG, km,0.3006,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Large car, LPG, miles,0.4838,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Large car, Petrol, km,0.3547,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Large car, Petrol, miles,0.5709,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Large car, Petrol, km,0.3574,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Large car, Petrol, miles,0.5752,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Large car, Petrol, km,0.3545,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Large car, Petrol, miles,0.5704,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Large car, Petrol, km,0.3599,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Large car, Petrol, miles,0.5792,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Large car, Petrol, km,0.3613,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Large car, Petrol, miles,0.5815,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Large car, Plug-in Hybrid Electric Vehicle, km,0.1302,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Large car, Plug-in Hybrid Electric Vehicle, miles,0.2096,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Large car, Plug-in Hybrid Electric Vehicle, km,0.1337,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Large car, Plug-in Hybrid Electric Vehicle, miles,0.2151,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Large car, Plug-in Hybrid Electric Vehicle, km,0.1299,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Large car, Plug-in Hybrid Electric Vehicle, miles,0.2091,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Large car, Plug-in Hybrid Electric Vehicle, km,0.1534,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Large car, Plug-in Hybrid Electric Vehicle, miles,0.2468,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Large car, Plug-in Hybrid Electric Vehicle, km,0.1588,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Large car, Plug-in Hybrid Electric Vehicle, miles,0.2555,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Large car, Unknown, km,0.2852,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Large car, Unknown, miles,0.4589,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Large car, Unknown, km,0.2838,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Large car, Unknown, miles,0.4567,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Large car, Unknown, km,0.2794,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Large car, Unknown, miles,0.4496,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Large car, Unknown, km,0.2856,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Large car, Unknown, miles,0.4597,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Large car, Unknown, km,0.2917,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Large car, Unknown, miles,0.4695,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Medium car, Battery Electric Vehicle, km,0.0625,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Medium car, Battery Electric Vehicle, miles,0.1005,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Medium car, Battery Electric Vehicle, km,0.0662,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Medium car, Battery Electric Vehicle, miles,0.1066,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Medium car, Battery Electric Vehicle, km,0.0633,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Medium car, Battery Electric Vehicle, miles,0.1019,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Medium car, Battery Electric Vehicle, km,0.0657,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Medium car, Battery Electric Vehicle, miles,0.1058,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Medium car, Battery Electric Vehicle, km,0.0734,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Medium car, Battery Electric Vehicle, miles,0.1182,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Medium car, CNG, km,0.1915,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Medium car, CNG, miles,0.3083,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Medium car, CNG, km,0.1932,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Medium car, CNG, miles,0.3109,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Medium car, CNG, km,0.1896,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Medium car, CNG, miles,0.3052,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Medium car, CNG, km,0.1925,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Medium car, CNG, miles,0.3098,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Medium car, CNG, km,0.1957,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Medium car, CNG, miles,0.3149,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Medium car, Diesel, km,0.2082,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Medium car, Diesel, miles,0.3351,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Medium car, Diesel, km,0.2051,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Medium car, Diesel, miles,0.3302,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Medium car, Diesel, km,0.2064,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Medium car, Diesel, miles,0.3321,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Medium car, Diesel, km,0.2113,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Medium car, Diesel, miles,0.3401,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Medium car, Diesel, km,0.2145,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Medium car, Diesel, miles,0.3453,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Medium car, Hybrid, km,0.1386,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Medium car, Hybrid, miles,0.2230,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Medium car, Hybrid, km,0.1381,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Medium car, Hybrid, miles,0.2223,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Medium car, Hybrid, km,0.1343,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Medium car, Hybrid, miles,0.2162,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Medium car, Hybrid, km,0.1366,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Medium car, Hybrid, miles,0.2198,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Medium car, Hybrid, km,0.1446,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Medium car, Hybrid, miles,0.2327,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Medium car, LPG, km,0.1994,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Medium car, LPG, miles,0.3208,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Medium car, LPG, km,0.2004,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Medium car, LPG, miles,0.3225,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Medium car, LPG, km,0.2003,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Medium car, LPG, miles,0.3223,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Medium car, LPG, km,0.2033,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Medium car, LPG, miles,0.3272,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Medium car, LPG, km,0.2050,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Medium car, LPG, miles,0.3300,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Medium car, Petrol, km,0.2374,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Medium car, Petrol, miles,0.3820,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Medium car, Petrol, km,0.2405,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Medium car, Petrol, miles,0.3871,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Medium car, Petrol, km,0.2378,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Medium car, Petrol, miles,0.3827,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Medium car, Petrol, km,0.2445,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Medium car, Petrol, miles,0.3935,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Medium car, Petrol, km,0.2465,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Medium car, Petrol, miles,0.3967,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Medium car, Plug-in Hybrid Electric Vehicle, km,0.1110,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Medium car, Plug-in Hybrid Electric Vehicle, miles,0.1785,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Medium car, Plug-in Hybrid Electric Vehicle, km,0.1160,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Medium car, Plug-in Hybrid Electric Vehicle, miles,0.1866,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Medium car, Plug-in Hybrid Electric Vehicle, km,0.1148,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Medium car, Plug-in Hybrid Electric Vehicle, miles,0.1847,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Medium car, Plug-in Hybrid Electric Vehicle, km,0.1346,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Medium car, Plug-in Hybrid Electric Vehicle, miles,0.2166,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Medium car, Plug-in Hybrid Electric Vehicle, km,0.1395,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Medium car, Plug-in Hybrid Electric Vehicle, miles,0.2245,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Medium car, Unknown, km,0.2219,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Medium car, Unknown, miles,0.3571,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Medium car, Unknown, km,0.2216,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Medium car, Unknown, miles,0.3567,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Medium car, Unknown, km,0.2209,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Medium car, Unknown, miles,0.3554,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Medium car, Unknown, km,0.2268,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Medium car, Unknown, miles,0.3650,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Medium car, Unknown, km,0.2298,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Medium car, Unknown, miles,0.3699,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Small car, Battery Electric Vehicle, km,0.0561,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Small car, Battery Electric Vehicle, miles,0.0902,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Small car, Battery Electric Vehicle, km,0.0575,,,,,,,,,,
DBEIS, 2021, Business travel- land + WTT, Cars (by size), Small car, Battery Electric Vehicle, miles,0.0926,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Small car, Battery Electric Vehicle, km,0.0528,,,,,,,,,,
DBEIS, 2020, Business travel- land + WTT, Cars (by size), Small car, Battery Electric Vehicle, miles,0.0849,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Small car, Battery Electric Vehicle, km,0.0565,,,,,,,,,,
DBEIS, 2019, Business travel- land + WTT, Cars (by size), Small car, Battery Electric Vehicle, miles,0.0909,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Small car, Battery Electric Vehicle, km,0.0627,,,,,,,,,,
DBEIS, 2018, Business travel- land + WTT, Cars (by size), Small car, Battery Electric Vehicle, miles,0.1009,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Small car, CNG, km,0.0000,,,,,,,,,,
DBEIS, 2022, Business travel- land + WTT, Cars (by size), Small car, CNG, miles,0.0000,,,,,,,,,,
